date	close
24-Dec-16	209.04
25-Dec-16	209.04
28-Dec-16	211.61
29-Dec-16	209.10
30-Dec-16	211.64
31-Dec-16	210.73
1-Jan-17	210.73
4-Jan-17	214.01
5-Jan-17	214.38
6-Jan-17	210.97
7-Jan-17	210.58
8-Jan-17	211.98
11-Jan-17	210.11
12-Jan-17	207.72
13-Jan-17	210.65
14-Jan-17	209.43
15-Jan-17	205.93
18-Jan-17	205.93
19-Jan-17	215.04
20-Jan-17	211.72
21-Jan-17	208.07
22-Jan-17	197.75
25-Jan-17	203.08
26-Jan-17	205.94
27-Jan-17	207.88
28-Jan-17	199.29
29-Jan-17	192.06
1-Feb-17	194.73
2-Feb-17	195.86
3-Feb-17	199.23
4-Feb-17	192.05
5-Feb-17	195.46
8-Feb-17	194.12
9-Feb-17	196.19
10-Feb-17	195.12
11-Feb-17	198.67
12-Feb-17	200.38
15-Feb-17	200.38
16-Feb-17	203.40
17-Feb-17	202.55
18-Feb-17	202.93
19-Feb-17	201.67
22-Feb-17	200.42
23-Feb-17	197.06
24-Feb-17	200.66
25-Feb-17	202.00
26-Feb-17	204.62
1-Mar-17	208.99
2-Mar-17	208.85
3-Mar-17	209.33
4-Mar-17	210.71
5-Mar-17	218.95
8-Mar-17	219.08
9-Mar-17	223.02
10-Mar-17	224.84
11-Mar-17	225.50
12-Mar-17	226.60
15-Mar-17	223.84
16-Mar-17	224.45
17-Mar-17	224.12
18-Mar-17	224.65
19-Mar-17	222.25
22-Mar-17	224.75
23-Mar-17	228.36
24-Mar-17	229.37
25-Mar-17	226.65
26-Mar-17	230.90
29-Mar-17	232.39
30-Mar-17	235.84
31-Mar-17	235.00
1-Apr-17	235.97
2-Apr-17	235.97
5-Apr-17	238.49
6-Apr-17	239.54
7-Apr-17	240.60
8-Apr-17	239.95
9-Apr-17	241.79
12-Apr-17	242.29
13-Apr-17	242.43
14-Apr-17	245.69
15-Apr-17	248.92
16-Apr-17	247.40
19-Apr-17	247.07
20-Apr-17	244.59
21-Apr-17	259.22
22-Apr-17	266.47
23-Apr-17	270.83
26-Apr-17	269.50
27-Apr-17	262.04
28-Apr-17	261.60
29-Apr-17	268.64
30-Apr-17	261.09
3-May-17	266.35
4-May-17	258.68
5-May-17	255.98
6-May-17	246.25
7-May-17	235.86
10-May-17	253.99
11-May-17	256.52
12-May-17	262.09
13-May-17	258.36
14-May-17	253.82
17-May-17	254.22
18-May-17	252.36
19-May-17	248.34
20-May-17	237.76
21-May-17	242.32
24-May-17	246.76
25-May-17	245.22
26-May-17	244.11
27-May-17	253.35
28-May-17	256.88
31-May-17	256.88
1-Jun-17	260.83
2-Jun-17	263.95
3-Jun-17	263.12
4-Jun-17	255.96
7-Jun-17	250.94
8-Jun-17	249.33
9-Jun-17	243.20
10-Jun-17	250.51
11-Jun-17	253.51
14-Jun-17	254.28
15-Jun-17	259.69
16-Jun-17	267.25
17-Jun-17	271.87
18-Jun-17	274.07
21-Jun-17	270.17
22-Jun-17	273.85
23-Jun-17	270.97
24-Jun-17	269.00
25-Jun-17	266.70
28-Jun-17	268.30
29-Jun-17	256.17
30-Jun-17	251.53
1-Jul-17	248.48
2-Jul-17	246.94
5-Jul-17	246.94
6-Jul-17	248.63
7-Jul-17	258.66
8-Jul-17	258.09
9-Jul-17	259.62
12-Jul-17	257.28
13-Jul-17	251.80
14-Jul-17	252.73
15-Jul-17	251.45
16-Jul-17	249.90
19-Jul-17	245.58
20-Jul-17	251.89
21-Jul-17	254.24
22-Jul-17	259.02
23-Jul-17	259.94
26-Jul-17	259.28
27-Jul-17	264.08
28-Jul-17	260.96
29-Jul-17	258.11
30-Jul-17	257.25
2-Aug-17	261.85
3-Aug-17	261.93
4-Aug-17	262.98
5-Aug-17	261.70
6-Aug-17	260.09
9-Aug-17	261.75
10-Aug-17	259.41
11-Aug-17	250.19
12-Aug-17	251.79
13-Aug-17	249.10
16-Aug-17	247.64
17-Aug-17	251.97
18-Aug-17	253.07
19-Aug-17	249.88
20-Aug-17	249.64
23-Aug-17	245.80
24-Aug-17	239.93
25-Aug-17	242.89
26-Aug-17	240.28
27-Aug-17	241.62
30-Aug-17	242.50
31-Aug-17	243.10
1-Sep-17	250.33
2-Sep-17	252.17
3-Sep-17	258.77
6-Sep-17	258.77
7-Sep-17	257.81
8-Sep-17	262.92
9-Sep-17	263.07
10-Sep-17	263.41
13-Sep-17	267.04
14-Sep-17	268.06
15-Sep-17	270.22
16-Sep-17	276.57
17-Sep-17	275.37
20-Sep-17	283.23
21-Sep-17	283.77
22-Sep-17	287.75
23-Sep-17	288.92
24-Sep-17	292.32
27-Sep-17	291.16
28-Sep-17	286.86
29-Sep-17	287.37
30-Sep-17	283.75
1-Oct-17	282.52
4-Oct-17	278.64
5-Oct-17	288.94
6-Oct-17	289.19
7-Oct-17	289.22
8-Oct-17	294.07
11-Oct-17	295.36
12-Oct-17	298.54
13-Oct-17	300.14
14-Oct-17	302.31
15-Oct-17	314.74
18-Oct-17	318.00
19-Oct-17	309.49
20-Oct-17	310.53
21-Oct-17	309.52
22-Oct-17	307.47
25-Oct-17	308.84
26-Oct-17	308.05
27-Oct-17	307.83
28-Oct-17	305.24
29-Oct-17	300.98
1-Nov-17	304.18
2-Nov-17	309.36
3-Nov-17	312.80
4-Nov-17	318.27
5-Nov-17	317.13
8-Nov-17	318.62
9-Nov-17	316.08
10-Nov-17	318.03
11-Nov-17	316.66
12-Nov-17	308.03
15-Nov-17	307.04
16-Nov-17	301.59
17-Nov-17	300.50
18-Nov-17	308.43
19-Nov-17	306.73
22-Nov-17	313.36
23-Nov-17	308.73
24-Nov-17	314.80
26-Nov-17	315.00
29-Nov-17	316.87
30-Nov-17	311.15
1-Dec-17	316.40
2-Dec-17	318.15
3-Dec-17	317.44
6-Dec-17	320.15
7-Dec-17	318.21
8-Dec-17	321.01
9-Dec-17	319.76
10-Dec-17	320.56
13-Dec-17	321.67
14-Dec-17	320.29
15-Dec-17	320.36
16-Dec-17	321.25
17-Dec-17	320.61
20-Dec-17	322.21
21-Dec-17	324.20
22-Dec-17	325.16
23-Dec-17	323.60
27-Dec-17	324.68
28-Dec-17	325.47
29-Dec-17	325.29
30-Dec-17	323.66
31-Dec-17	322.56
